Temps (s);Vitesse angulaire (rad/s)
32,858112;3,5641344
32,866447;3,563202
32,874783;3,5622697
32,883118;3,5613377
32,891453;3,560406
32,899788;3,5594745
32,908123;3,5585432
32,91646;3,5576122
32,924793;3,5566814
32,93313;3,5557508
32,941463;3,5548205
32,9498;3,5538905
32,958134;3,5529606
32,96647;3,552031
32,974804;3,5511017
32,98314;3,5501726
32,991474;3,5492437
32,99981;3,5483153
33,008144;3,5473871
33,01648;3,5464592
33,024815;3,5455315
33,03315;3,544604
33,041485;3,5436769
33,04982;3,54275
33,058155;3,5418231
33,06649;3,5408967
33,074825;3,5399704
33,08316;3,5390444
33,091496;3,5381186
33,09983;3,537193
33,108166;3,5362678
33,1165;3,5353427
33,124836;3,5344179
33,13317;3,5334933
33,141506;3,532569
33,14984;3,5316448
33,158176;3,530721
33,16651;3,5297973
33,174847;3,528874
33,18318;3,5279508
33,191517;3,5270278
33,199852;3,5261052
33,208187;3,5251827
33,216522;3,5242605
33,224857;3,5233386
33,233192;3,5224168
33,241528;3,5214953
33,249863;3,520574
33,258198;3,519653
33,266533;3,5187323
33,274868;3,5178118
33,283203;3,5168915
33,29154;3,5159714
33,299873;3,5150516
33,30821;3,514132
33,316544;3,5132127
33,32488;3,5122936
33,333214;3,5113747
33,34155;3,510456
33,349884;3,5095377
33,35822;3,5086195
33,366554;3,5077016
33,37489;3,506784
33,383224;3,5058665
33,39156;3,5049493
33,399895;3,5040324
33,40823;3,5031157
33,416565;3,5021992
33,4249;3,501283
33,433235;3,500367
33,44157;3,4994512
33,449905;3,4985356
33,45824;3,4976203
33,466576;3,4967053
33,47491;3,4957905
33,483246;3,494876
33,49158;3,4939616
33,499916;3,4930475
33,50825;3,4921336
33,516586;3,49122
33,52492;3,4903066
33,533257;3,4893935
33,54159;3,4884806
33,549927;3,487568
33,55826;3,4866555
33,566597;3,4857433
33,574932;3,4848313
33,583267;3,4839196
33,591602;3,4830081
33,599937;3,482097
33,608273;3,481186
33,616608;3,4802752
33,624943;3,4793646
33,633278;3,4784544
33,641613;3,4775443
33,64995;3,4766345
33,658283;3,475725
33,66662;3,4748156
33,674953;3,4739065
33,68329;3,4729977
33,691624;3,472089
33,69996;3,4711807
33,708294;3,4702725
33,71663;3,4693646
33,724964;3,468457
33,7333;3,4675496
33,741634;3,4666424
33,74997;3,4657354
33,758305;3,4648287
33,76664;3,4639223
33,774975;3,463016
33,78331;3,46211
33,791645;3,4612043
33,79998;3,4602988
33,808315;3,4593935
33,81665;3,4584885
33,824986;3,4575837
33,83332;3,456679
33,841656;3,4557748
33,84999;3,4548707
33,858326;3,4539669
33,86666;3,4530632
33,874996;3,45216
33,88333;3,4512568
33,891666;3,4503539
33,9;3,4494512
33,908337;3,4485488
33,91667;3,4476466
33,925007;3,4467447
33,933342;3,445843
33,941677;3,4449415
33,950012;3,4440403
33,958347;3,4431393
33,966682;3,4422386
33,975018;3,441338
33,983353;3,4404378
33,991688;3,4395378
34,000023;3,438638
34,008358;3,4377384
34,016693;3,436839
34,02503;3,43594
34,033363;3,4350412
34,0417;3,4341426
34,050034;3,4332442
34,05837;3,432346
34,066704;3,4314482
34,07504;3,4305506
34,083374;3,4296532
34,09171;3,428756
34,100044;3,427859
34,10838;3,4269624
34,116714;3,426066
34,12505;3,4251697
34,133385;3,4242737
34,14172;3,423378
34,150055;3,4224825
34,15839;3,4215872
34,166725;3,4206922
34,17506;3,4197974
34,183395;3,4189029
34,19173;3,4180086
34,200066;3,4171145
34,2084;3,4162204
34,216736;3,4153266
34,22507;3,414433
34,233406;3,4135396
34,24174;3,4126465
34,250076;3,4117537
34,25841;3,410861
34,266747;3,4099686
34,27508;3,4090765
34,283417;3,4081845
34,29175;3,4072928
34,300087;3,4064014
34,308422;3,4055102
34,316757;3,4046192
34,325092;3,4037285
34,333427;3,402838
34,341763;3,4019477
34,350098;3,4010577
34,358433;3,400168
34,366768;3,3992784
34,375103;3,398389
34,38344;3,3975
34,391773;3,3966112
34,40011;3,3957226
34,408443;3,3948343
34,41678;3,3939462
34,425114;3,3930583
34,43345;3,3921707
34,441784;3,3912833
34,45012;3,390396
34,458454;3,3895092
34,46679;3,3886225
34,475124;3,387736
34,48346;3,3868499
34,491795;3,385964
34,50013;3,3850782
34,508465;3,3841927
34,5168;3,3833075
34,525135;3,3824224
34,53347;3,3815377
34,541805;3,3806531
34,55014;3,3797688
34,558475;3,3788846
34,56681;3,3780005
34,575146;3,3771167
34,58348;3,376233
34,591816;3,3753498
34,60015;3,3744667
34,608486;3,3735838
34,61682;3,3727012
34,625156;3,3718188
34,63349;3,3709366
34,641827;3,3700547
34,65016;3,369173
34,658497;3,3682916
34,666832;3,3674104
34,675167;3,3665295
34,683502;3,3656487
34,691837;3,3647683
34,700172;3,363888
34,708508;3,363008
34,716843;3,3621283
34,725178;3,3612487
34,733513;3,3603694
34,741848;3,3594904
34,750183;3,3586116
34,75852;3,357733
34,766853;3,3568547
34,77519;3,3559766
34,783524;3,3550987
34,79186;3,354221
34,800194;3,3533437
34,80853;3,3524663
34,816864;3,3515892
34,8252;3,3507123
34,833534;3,3498356
34,84187;3,3489592
34,850204;3,348083
34,85854;3,347207
34,866875;3,3463314
34,87521;3,345456
34,883545;3,3445807
34,89188;3,3437057
34,900215;3,342831
34,90855;3,3419564
34,916885;3,341082
34,92522;3,340208
34,933556;3,3393342
34,94189;3,3384607
34,950226;3,3375874
34,95856;3,3367143
34,966896;3,3358414
34,97523;3,3349688
34,983566;3,3340964
34,9919;3,3332243
35,000237;3,3323524
35,00857;3,3314807
35,016907;3,330609
35,02524;3,3297377
35,033577;3,3288665
35,041912;3,3279955
35,050247;3,3271248
35,058582;3,3262544
35,066917;3,3253841
35,075253;3,3245142
35,083588;3,3236444
35,091923;3,322775
35,100258;3,3219056
35,108593;3,3210366
35,11693;3,3201678
35,125263;3,3192992
35,1336;3,318431
35,141933;3,3175628
35,15027;3,316695
35,158604;3,3158274
35,16694;3,31496
35,175274;3,3140929
35,18361;3,313226
35,191944;3,312359
35,20028;3,3114924
35,208614;3,310626
35,21695;3,3097599
35,225285;3,308894
35,23362;3,3080282
35,241955;3,3071628
35,25029;3,3062975
35,258625;3,3054326
35,26696;3,3045678
35,275295;3,3037033
35,28363;3,302839
35,291965;3,301975
35,3003;3,3011112
35,308636;3,3002477
35,31697;3,2993844
35,325306;3,2985213
35,33364;3,2976584
35,341976;3,2967958
35,35031;3,2959335
35,358646;3,2950711
35,36698;3,294209
35,375317;3,2933471
35,38365;3,2924855
35,391987;3,291624
35,400322;3,290763
35,408657;3,289902
35,416992;3,2890413
35,425327;3,2881808
35,433662;3,2873206
35,441998;3,2864606
35,450333;3,285601
35,458668;3,2847414
35,467003;3,2838821
35,475338;3,283023
35,483673;3,2821643
35,49201;3,2813058
35,500343;3,2804475
35,50868;3,2795892
35,517014;3,278731
35,52535;3,2778733
35,533684;3,2770157
35,54202;3,2761583
35,550354;3,2753012
35,55869;3,2744443
35,567024;3,2735877
35,57536;3,2727313
35,583694;3,2718751
35,59203;3,2710192
35,600365;3,2701635
35,6087;3,269308
35,617035;3,268453
35,62537;3,267598
35,633705;3,2667432
35,64204;3,2658885
35,650375;3,265034
35,65871;3,2641797
35,667046;3,2633257
35,67538;3,262472
35,683716;3,2616184
35,69205;3,260765
35,700386;3,259912
35,70872;3,2590592
35,717056;3,2582066
35,72539;3,2573543
35,733727;3,2565022
35,74206;3,2556503
35,750397;3,2547987
35,75873;3,2539473
35,767067;3,253096
35,775402;3,252245
35,783737;3,251394
35,792072;3,2505434
35,800407;3,249693
35,808743;3,2488427
35,817078;3,2479928
35,825413;3,247143
35,833748;3,2462935
35,842083;3,2454443
35,850418;3,2445953
35,858753;3,2437465
35,86709;3,242898
35,875423;3,2420497
35,88376;3,2412016
35,892094;3,2403538
35,90043;3,239506
35,908764;3,2386584
35,9171;3,237811
35,925434;3,236964
35,93377;3,2361171
35,942104;3,2352705
35,95044;3,234424
35,958775;3,233578
35,96711;3,232732
35,975445;3,2318864
35,98378;3,231041
35,992115;3,2301958
36,00045;3,2293508
36,008785;3,228506
36,01712;3,2276614
36,025455;3,226817
36,03379;3,2259727
36,042126;3,2251287
36,05046;3,224285
36,058796;3,2234414
36,06713;3,222598
36,075466;3,221755
36,0838;3,2209122
36,092136;3,2200696
36,10047;3,2192273
36,108807;3,2183852
36,11714;3,2175434
36,125477;3,2167015
36,133812;3,21586
36,142147;3,2150185
36,150482;3,2141774
36,158817;3,2133365
36,167152;3,2124958
36,175488;3,2116554
36,183823;3,2108152
36,192158;3,2099752
36,200493;3,2091355
36,208828;3,208296
36,217163;3,2074568
36,2255;3,2066178
36,233833;3,2057788
36,24217;3,20494
36,250504;3,2041016
36,25884;3,2032633
36,267174;3,2024252
36,27551;3,2015874
36,283844;3,2007499
36,29218;3,1999125
36,300514;3,1990755
36,30885;3,1982386
36,317184;3,197402
36,32552;3,1965656
36,333855;3,1957293
36,34219;3,1948931
36,350525;3,1940572
36,35886;3,1932216
36,367195;3,1923862
36,37553;3,191551
36,383865;3,190716
36,3922;3,1898813
36,400536;3,1890469
36,40887;3,1882126
36,417206;3,1873786
36,42554;3,186545
36,433876;3,1857111
36,44221;3,1848776
36,450546;3,1840444
36,45888;3,1832113
36,467216;3,1823785
36,47555;3,181546
36,483887;3,1807137
36,49222;3,1798816
36,500557;3,1790497
36,508892;3,1782181
36,517227;3,1773868
36,525562;3,1765556
36,533897;3,1757245
36,542233;3,1748936
36,550568;3,174063
36,558903;3,1732326
36,567238;3,1724024
36,575573;3,1715724
36,583908;3,1707428
36,592243;3,1699133
36,60058;3,169084
36,608913;3,168255
36,61725;3,1674263
36,625584;3,1665976
36,63392;3,165769
36,642254;3,1649408
36,65059;3,1641128
36,658924;3,163285
36,66726;3,1624575
36,675594;3,1616302
36,68393;3,160803
36,692265;3,1599762
36,7006;3,1591496
36,708935;3,1583233
36,71727;3,157497
36,725605;3,1566708
36,73394;3,155845
36,742275;3,1550193
36,75061;3,1541939
36,758945;3,1533687
36,76728;3,1525438
36,775616;3,151719
36,78395;3,1508946
36,792286;3,1500704
36,80062;3,1492465
36,808956;3,1484225
36,81729;3,1475987
36,825626;3,1467752
36,83396;3,145952
36,842297;3,145129
36,85063;3,1443062
36,858967;3,1434836
36,867302;3,1426613
36,875637;3,1418393
36,883972;3,1410174
36,892307;3,1401956
36,900642;3,139374
36,908978;3,1385527
36,917313;3,1377316
36,925648;3,1369107
36,933983;3,13609
36,942318;3,1352696
36,950653;3,1344495
36,95899;3,1336296
36,967323;3,1328099
36,97566;3,1319902
36,983994;3,1311707
36,99233;3,1303515
37,000664;3,1295326
37,009;3,1287138
37,017334;3,1278954
37,02567;3,127077
37,034004;3,126259
37,04234;3,1254413
37,050674;3,1246238
37,05901;3,1238062
37,067345;3,122989
37,07568;3,1221719
37,084015;3,121355
37,09235;3,1205385
37,100685;3,1197221
37,10902;3,118906
37,117355;3,1180902
37,12569;3,1172745
37,134026;3,1164591
37,14236;3,1156437
37,150696;3,1148286
37,15903;3,1140137
37,167366;3,113199
37,1757;3,1123846
37,184036;3,1115704
37,19237;3,1107564
37,200706;3,1099427
37,20904;3,1091292
37,217377;3,1083157
37,22571;3,1075025
37,234047;3,1066895
37,242382;3,1058767
37,250717;3,1050642
37,259052;3,1042519
37,267387;3,1034398
37,275723;3,102628
37,284058;3,1018164
37,292393;3,1010048
37,300728;3,1001935
37,309063;3,0993824
37,317398;3,0985715
37,325733;3,097761
37,33407;3,0969505
37,342403;3,0961404
37,35074;3,0953305
37,359074;3,0945208
37,36741;3,0937111
37,375744;3,0929017
37,38408;3,0920925
37,392414;3,0912836
37,40075;3,0904748
37,409084;3,0896664
37,41742;3,0888581
37,425755;3,0880501
37,43409;3,0872424
37,442425;3,0864346
37,45076;3,085627
37,459095;3,0848198
37,46743;3,0840127
37,475765;3,083206
37,4841;3,0823994
37,492435;3,081593
37,50077;3,080787
37,509106;3,079981
37,51744;3,0791752
37,525776;3,0783696
37,53411;3,0775642
37,542446;3,076759
37,55078;3,0759542
37,559116;3,0751495
37,56745;3,074345
37,575787;3,073541
37,58412;3,0727367
37,592457;3,0719328
37,600792;3,071129
37,609127;3,0703256
37,617462;3,0695224
37,625797;3,0687194
37,634132;3,0679166
37,642467;3,067114
37,650803;3,0663118
37,659138;3,0655096
37,667473;3,0647075
37,675808;3,0639057
37,684143;3,0631042
37,69248;3,0623028
37,700813;3,0615017
37,70915;3,060701
37,717484;3,0599003
37,72582;3,0590997
37,734154;3,0582993
37,74249;3,0574992
37,750824;3,0566993
37,75916;3,0558996
37,767494;3,0551002
37,77583;3,054301
37,784164;3,053502
37,7925;3,0527031
37,800835;3,0519044
37,80917;3,051106
37,817505;3,0503078
37,82584;3,0495098
37,834175;3,048712
37,84251;3,0479145
37,850845;3,0471172
37,85918;3,04632
37,867516;3,045523
37,87585;3,0447261
37,884186;3,0439296
37,89252;3,0431333
37,900856;3,0423372
37,90919;3,0415413
37,917526;3,0407457
37,92586;3,0399501
37,934196;3,0391548
37,94253;3,0383596
37,950867;3,0375648
37,9592;3,03677
37,967537;3,0359757
37,975872;3,0351815
37,984207;3,0343876
37,992542;3,0335937
38,000877;3,0328
38,009212;3,0320065
38,017548;3,0312133
38,025883;3,0304203
38,034218;3,0296276
38,042553;3,028835
38,050888;3,0280428
38,059223;3,0272505
38,06756;3,0264585
38,075893;3,0256667
38,08423;3,0248752
38,092564;3,0240839
38,1009;3,0232928
38,109234;3,022502
38,11757;3,021711
38,125904;3,0209205
38,13424;3,0201302
38,142574;3,01934
38,15091;3,0185502
38,159245;3,0177605
38,16758;3,016971
38,175915;3,016182
38,18425;3,0153928
38,192585;3,0146039
38,20092;3,0138152
38,209255;3,0130267
38,21759;3,0122385
38,225925;3,0114505
38,23426;3,0106628
38,242596;3,009875
38,25093;3,0090876
38,259266;3,0083003
38,2676;3,0075133
38,275936;3,0067265
38,28427;3,00594
38,292606;3,0051537
38,30094;3,0043676
38,309277;3,0035815
38,31761;3,0027957
38,325947;3,00201
38,334282;3,0012248
38,342617;3,0004396
38,350952;2,9996548
38,359287;2,9988701
38,367622;2,9980855
38,375957;2,997301
38,384293;2,996517
38,392628;2,995733
38,400963;2,9949493
38,409298;2,994166
38,417633;2,9933827
38,42597;2,9925995
38,434303;2,9918165
38,44264;2,9910338
38,450974;2,9902513
38,45931;2,989469
38,467644;2,988687
38,47598;2,9879053
38,484314;2,9871235
38,49265;2,986342
38,500984;2,9855607
38,50932;2,9847796
38,517654;2,9839988
38,52599;2,9832182
38,534325;2,9824378
38,54266;2,9816575
38,550995;2,9808774
38,55933;2,9800975
38,567665;2,979318
38,576;2,9785385
38,584335;2,9777594
38,59267;2,9769804
38,601006;2,9762015
38,60934;2,9754229
38,617676;2,9746444
38,62601;2,9738662
38,634346;2,9730883
38,64268;2,9723105
38,651016;2,971533
38,65935;2,9707556
38,667686;2,9699783
38,67602;2,9692013
38,684357;2,9684246
38,69269;2,967648
38,701027;2,9668717
38,709362;2,9660957
38,717697;2,9653196
38,726032;2,9645438
38,734367;2,9637682
38,742702;2,962993
38,751038;2,9622178
38,759373;2,961443
38,767708;2,960668
38,776043;2,9598935
38,784378;2,959119
38,792713;2,958345
38,80105;2,957571
38,809383;2,9567974
38,81772;2,956024
38,826054;2,9552505
38,83439;2,9544773
38,842724;2,9537044
38,85106;2,9529316
38,859394;2,9521592
38,86773;2,951387
38,876064;2,950615
38,8844;2,949843
38,892735;2,9490712
38,90107;2,9482996
38,909405;2,9475284
38,91774;2,9467573
38,926075;2,9459865
38,93441;2,9452157
38,942745;2,9444451
38,95108;2,9436748
38,959415;2,9429047
38,96775;2,9421349
38,976086;2,9413652
38,98442;2,9405959
38,992756;2,9398265
39,00109;2,9390574
39,009426;2,9382885
39,01776;2,9375198
39,026096;2,9367514
39,03443;2,9359832
39,042767;2,935215
39,0511;2,934447
39,059437;2,9336793
39,067772;2,9329119
39,076107;2,9321446
39,084442;2,9313776
39,092777;2,9306107
39,101112;2,929844
39,109447;2,9290774
39,117783;2,928311
39,126118;2,927545
39,134453;2,9267793
39,142788;2,9260137
39,151123;2,9252481
39,15946;2,9244828
39,167793;2,9237177
39,17613;2,922953
39,184464;2,9221883
39,1928;2,921424
39,201134;2,9206595
39,20947;2,9198954
39,217804;2,9191315
39,22614;2,9183679
39,234474;2,9176044
39,24281;2,9168413
39,251144;2,916078
39,25948;2,9153152
39,267815;2,9145525
39,27615;2,91379
39,284485;2,9130278
39,29282;2,9122658
39,301155;2,9115038
39,30949;2,910742
39,317825;2,9099805
39,32616;2,9092193
39,334496;2,9084582
39,34283;2,9076974
39,351166;2,9069366
39,3595;2,906176
39,367836;2,9054158
39,37617;2,9046557
39,384506;2,9038959
39,39284;2,9031363
39,401176;2,9023767
39,40951;2,9016173
39,417847;2,9008582
39,42618;2,9000993
39,434517;2,8993406
39,442852;2,8985822
39,451187;2,8978238
39,459522;2,8970656
39,467857;2,8963077
39,476192;2,89555
39,484528;2,8947926
39,492863;2,8940353
39,501198;2,8932781
39,509533;2,8925211
39,517868;2,8917644
39,526203;2,891008
39,53454;2,8902516
39,542873;2,8894956
39,55121;2,8887396
39,559544;2,8879838
39,56788;2,8872283
39,576214;2,886473
39,58455;2,8857179
39,592884;2,884963
39,60122;2,8842082
39,609554;2,8834536
39,61789;2,8826993
39,626225;2,8819451
39,63456;2,8811913
39,642895;2,8804376
39,65123;2,879684
39,659565;2,8789306
39,6679;2,8781774
39,676235;2,8774245
39,68457;2,8766718
39,692905;2,8759193
39,70124;2,875167
39,709576;2,8744147
39,71791;2,8736627
39,726246;2,872911
39,73458;2,8721595
39,742916;2,871408
39,75125;2,8706567
39,759586;2,8699057
39,76792;2,869155
39,776257;2,8684044
39,78459;2,867654
39,792927;2,8669038
39,80126;2,8661537
39,809597;2,865404
39,817932;2,8646543
39,826267;2,863905
39,834602;2,8631558
39,842937;2,8624067
39,851273;2,8616579
39,859608;2,8609092
39,867943;2,8601608
39,876278;2,8594127
39,884613;2,8586645
39,89295;2,8579166
39,901283;2,857169
39,90962;2,8564215
39,917953;2,8556743
39,92629;2,8549273
39,934624;2,8541803
39,94296;2,8534336
39,951294;2,8526871
39,95963;2,8519409
39,967964;2,8511949
39,9763;2,8504488
39,984634;2,849703
39,99297;2,8489575
40,001305;2,8482122
40,00964;2,8474672
40,017975;2,8467224
40,02631;2,8459775
40,034645;2,845233
40,04298;2,8444886
40,051315;2,8437445
40,05965;2,8430007
40,067986;2,8422568
40,07632;2,8415132
40,084656;2,8407698
40,09299;2,8400266
40,101326;2,8392837
40,10966;2,838541
40,117996;2,8377984
40,12633;2,837056
40,134666;2,8363137
40,143;2,8355718
40,151337;2,83483
40,15967;2,8340883
40,168007;2,8333468
40,176342;2,8326056
40,184677;2,8318646
40,193012;2,8311238
40,201347;2,830383
40,209682;2,8296425
40,218018;2,8289022
40,226353;2,8281622
40,234688;2,8274224
40,243023;2,8266828
40,251358;2,8259432
40,259693;2,825204
40,26803;2,8244648
40,276363;2,823726
40,2847;2,8229873
40,293034;2,8222487
40,30137;2,8215103
40,309704;2,8207722
40,31804;2,8200343
40,326374;2,8192966
40,33471;2,818559
40,343044;2,8178215
40,35138;2,8170843
40,359715;2,8163474
40,36805;2,8156106
40,376385;2,8148742
40,38472;2,8141377
40,393055;2,8134015
40,40139;2,8126655
40,409725;2,8119297
40,41806;2,8111942
40,426395;2,8104587
40,43473;2,8097234
40,443066;2,8089883
40,4514;2,8082535
40,459736;2,807519
40,46807;2,8067844
40,476406;2,80605
40,48474;2,805316
40,493076;2,804582
40,50141;2,8038485
40,509747;2,803115
40,51808;2,8023815
40,526417;2,8016484
40,53475;2,8009155
40,543087;2,8001828
40,551422;2,7994502
40,559757;2,7987177
40,568092;2,7979856
40,576427;2,7972536
40,584763;2,796522
40,593098;2,7957902
40,601433;2,7950587
40,609768;2,7943275
40,618103;2,7935965
40,62644;2,7928658
40,634773;2,792135
40,64311;2,7914045
40,651443;2,7906742
40,65978;2,7899442
40,668114;2,7892144
40,67645;2,7884846
40,684784;2,787755
40,69312;2,7870257
40,701454;2,7862966
40,70979;2,7855678
40,718124;2,784839
40,72646;2,7841103
40,734795;2,783382
40,74313;2,7826538
40,751465;2,781926
40,7598;2,781198
40,768135;2,7804704
40,77647;2,779743
40,784805;2,7790158
40,79314;2,7782888
40,801476;2,777562
40,80981;2,7768352
40,818146;2,7761087
40,82648;2,7753825
40,834816;2,7746565
40,84315;2,7739305
40,851486;2,7732048
40,85982;2,7724793
40,868156;2,771754
40,87649;2,771029
40,884827;2,770304
40,89316;2,7695792
40,901497;2,7688546
40,909832;2,7681303
40,918167;2,7674062
40,926502;2,7666821
40,934837;2,7659583
40,943172;2,7652347
40,951508;2,7645113
40,959843;2,7637882
40,968178;2,763065
40,976513;2,7623422
40,984848;2,7616196
40,993183;2,7608972
41,00152;2,760175
41,009853;2,7594528
41,01819;2,758731
41,026524;2,7580092
41,03486;2,7572877
41,043194;2,7565665
41,05153;2,7558453
41,059864;2,7551243
41,0682;2,7544036
41,076534;2,753683
41,08487;2,7529626
41,093204;2,7522423
41,10154;2,7515223
41,109875;2,7508025
41,11821;2,750083
41,126545;2,7493634
41,13488;2,748644
41,143215;2,747925
41,15155;2,7472062
41,159885;2,7464876
41,16822;2,745769
41,176556;2,7450507
41,18489;2,7443326
41,193226;2,7436147
41,20156;2,742897
41,209896;2,7421794
41,21823;2,741462
41,226566;2,7407448
41,2349;2,740028
41,243237;2,739311
41,25157;2,7385943
41,259907;2,7378778
41,26824;2,7371616
41,276577;2,7364457
41,284912;2,7357297
41,293247;2,735014
41,301582;2,7342985
41,309917;2,7335832
41,318253;2,7328682
41,326588;2,7321532
41,334923;2,7314384
41,343258;2,7307239
41,351593;2,7300096
41,35993;2,7292953
41,368263;2,7285812
41,3766;2,7278674
41,384933;2,7271538
41,39327;2,7264404
41,401604;2,725727
41,40994;2,725014
41,418274;2,724301
41,42661;2,7235885
41,434944;2,7228758
41,44328;2,7221634
41,451614;2,7214513
41,45995;2,7207394
41,468285;2,7200277
41,47662;2,719316
41,484955;2,7186046
41,49329;2,7178934
41,501625;2,7171824
41,50996;2,7164717
41,518295;2,715761
41,52663;2,7150505
41,534966;2,7143402
41,5433;2,7136302
41,551636;2,7129202
41,55997;2,7122104
41,568306;2,711501
41,57664;2,7107916
41,584976;2,7100825
41,59331;2,7093735
41,601646;2,7086647
41,60998;2,707956
41,618317;2,7072477
41,62665;2,7065394
41,634987;2,7058313
41,643322;2,7051234
41,651657;2,7044158
41,659992;2,7037084
41,668327;2,703001
41,676662;2,7022939
41,684998;2,701587
41,693333;2,7008803
41,701668;2,7001736
41,710003;2,6994672
41,718338;2,698761
41,726673;2,698055
41,73501;2,697349
41,743343;2,6966434
41,75168;2,6959379
41,760014;2,6952326
41,76835;2,6945276
41,776684;2,6938226
41,78502;2,6931179
41,793354;2,6924133
41,80169;2,691709
41,810024;2,6910048
41,81836;2,6903007
41,826694;2,689597
41,83503;2,6888933
41,843365;2,68819
41,8517;2,6874866
41,860035;2,6867836
41,86837;2,6860807
41,876705;2,685378
41,88504;2,6846755
41,893375;2,683973
41,90171;2,683271
41,910046;2,682569
41,91838;2,6818671
41,926716;2,6811655
41,93505;2,680464
41,943386;2,6797628
41,95172;2,679062
41,960056;2,678361
41,96839;2,6776602
41,976727;2,6769598
41,98506;2,6762595
41,993397;2,6755593
42,00173;2,6748593
42,010067;2,6741595
42,018402;2,67346
42,026737;2,6727605
42,035072;2,6720612
42,043407;2,6713622
42,051743;2,6706634
42,060078;2,6699648
42,068413;2,6692662
42,076748;2,668568
42,085083;2,6678698
42,09342;2,667172
42,101753;2,666474
42,11009;2,6657765
42,118423;2,665079
42,12676;2,664382
42,135094;2,6636848
42,14343;2,662988
42,151764;2,6622913
42,1601;2,6615949
42,168434;2,6608987
42,17677;2,6602025
42,185104;2,6595066
42,19344;2,6588109
42,201775;2,6581154
42,21011;2,65742
42,218445;2,6567247
42,22678;2,6560297
42,235115;2,655335
42,24345;2,6546402
42,251785;2,6539457
42,26012;2,6532514
42,268456;2,6525574
42,27679;2,6518633
42,285126;2,6511695
42,29346;2,650476
42,301796;2,6497827
42,31013;2,6490893
42,318466;2,6483963
42,3268;2,6477034
42,335136;2,6470108
42,34347;2,6463184
42,351807;2,645626
42,36014;2,644934
42,368477;2,644242
42,376812;2,6435504
42,385147;2,6428587
42,393482;2,6421673
42,401817;2,6414762
42,410152;2,6407852
42,418488;2,6400943
42,426823;2,6394036
42,435158;2,6387131
42,443493;2,638023
42,451828;2,6373327
42,460163;2,6366427
42,4685;2,635953
42,476833;2,6352634
42,48517;2,634574
42,493504;2,6338847
42,50184;2,6331956
42,510174;2,6325068
42,51851;2,631818
42,526844;2,6311295
42,53518;2,6304412
42,543514;2,629753
42,55185;2,629065
42,560184;2,6283772
42,56852;2,6276896
42,576855;2,6270022
42,58519;2,6263149
42,593525;2,6256278
42,60186;2,6249409
42,610195;2,6242542
42,61853;2,6235676
42,626865;2,6228812
42,6352;2,622195
42,643536;2,621509
42,65187;2,6208231
42,660206;2,6201375
42,66854;2,619452
42,676876;2,6187668
42,68521;2,6180818
42,693546;2,6173968
42,70188;2,616712
42,710217;2,6160276
42,71855;2,6153433
42,726887;2,614659
42,73522;2,613975
42,743557;2,6132913
42,751892;2,6126077
42,760227;2,6119242
42,768562;2,6112409
42,776897;2,6105578
42,785233;2,609875
42,793568;2,6091921
42,801903;2,6085095
42,810238;2,6078272
42,818573;2,607145
42,82691;2,606463
42,835243;2,605781
42,84358;2,6050994
42,851913;2,6044178
42,86025;2,6037364
42,868584;2,6030552
42,87692;2,6023743
42,885254;2,6016934
42,89359;2,6010127
42,901924;2,6003323
42,91026;2,599652
42,918594;2,5989718
42,92693;2,5982919
42,935265;2,5976121
42,9436;2,5969326
42,951935;2,5962532
42,96027;2,595574
42,968605;2,594895
42,97694;2,594216
42,985275;2,5935373
42,99361;2,5928588
43,001945;2,5921805
43,01028;2,5915024
43,018616;2,5908244
43,02695;2,5901465
43,035286;2,589469
43,04362;2,5887916
43,051956;2,5881143
43,06029;2,5874372
43,068626;2,5867603
43,07696;2,5860837
43,085297;2,585407
43,09363;2,5847306
43,101967;2,5840545
43,110302;2,5833786
43,118637;2,5827026
43,126972;2,582027
43,135307;2,5813515
43,143642;2,5806763
43,151978;2,580001
43,160313;2,5793262
43,168648;2,5786514
43,176983;2,577977
43,185318;2,5773025
43,193653;2,5766282
43,20199;2,5759542
43,210323;2,5752802
43,21866;2,5746064
43,226994;2,573933
43,23533;2,5732596
43,243664;2,5725863
43,252;2,5719132
43,260334;2,5712404
43,26867;2,5705678
43,277004;2,5698953
43,28534;2,569223
43,293674;2,5685508
43,30201;2,567879
43,310345;2,567207
43,31868;2,5665355
43,327015;2,565864
43,33535;2,565193
43,343685;2,5645218
43,35202;2,5638509
43,360355;2,5631802
43,36869;2,5625095
43,377026;2,561839
43,38536;2,561169
43,393696;2,560499
43,40203;2,559829
43,410366;2,5591593
43,4187;2,5584898
43,427036;2,5578206
43,43537;2,5571513
43,443707;2,5564823
43,45204;2,5558136
43,460377;2,555145
43,46871;2,5544765
43,477047;2,5538082
43,485382;2,5531402
43,493717;2,5524724
43,502052;2,5518045
43,510387;2,551137
43,518723;2,5504696
43,527058;2,5498023
43,535393;2,5491352
43,543728;2,5484684
43,552063;2,5478017
43,5604;2,547135
43,568733;2,5464687
43,57707;2,5458026
43,585403;2,5451367
43,59374;2,5444708
43,602074;2,5438051
43,61041;2,5431397
43,618744;2,5424743
43,62708;2,541809
43,635414;2,5411441
43,64375;2,5404794
43,652084;2,5398147
43,66042;2,5391502
43,668755;2,538486
43,67709;2,537822
43,685425;2,537158
